program,quality,season,ytm,shipping_mark,brand_name,pss,basket,flow_type,packaging_status,product_code,description,detail_size_description,new_repeat,master_contract,sam,design,widths,color,article,size_name,size_dims,quantity,cancelled_qty,pcb,order_cartons,net_wt_pcs,net_wt_ctn,gross_weight,total_net_wt,total_gross_wt,l,w,h,cbm,total_volume,tag_cards_yellow_tags,line_product_code_stickers,price,total_value,week_date,no_of_days,ytm_ship_dates,initial_fri,etd,comments,merged,etd_remarks,greige_file
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,54SSH27FRCA0167,SSH27FRCA0001,PROMO,,I299061,PARURE 200X200 MICROPALM,QC 200X200 + 2 PC 60x60,NEW,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,560,,4,140,0.97,3.87,4.37,541.8,611.8,27.5,22.0,33.0,0.02,2.795,9.99 €,67.0,5.65,3164.0,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,54SSH27FRCA0154,SSH27FRCA0001,PROMO,,I299062,PARURE 240X220 MICROPALM,QC 240X220 + 2 PC 60x60,NEW,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,1000,,5,200,1.23,6.14,6.64,1228.0,1328.0,34.0,27.5,33.0,0.031,,12.99 €,67.0,6.49,6490.0,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,54SSH27FRCA0167,SSH27FRCA0001,PROMO,,I299062,PARURE 240X220 MICROPALM,QC 240X220 + 2 PC 60x60,NEW,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,645,,5,129,1.23,6.14,6.64,792.06,856.56,34.0,27.5,33.0,0.031,,12.99 €,67.0,6.49,4186.05,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,54SSH27FRCA0154,SSH27FRCA0001,PROMO,,I300522,PARURE 260X240 MICROPALM,QC:260X240  2PC 60X60,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,KING,260x240,890,,5,178,1.17,5.85,6.35,1041.3,1130.3,30.0,27.5,33.0,0.027,,16.99 €,67.0,7.81,6950.9,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,54SSH27FRCA0167,SSH27FRCA0001,PROMO,,I300522,PARURE 260X240 MICROPALM,QC:260X240  2PC 60X60,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,KING,260x240,565,,5,113,1.17,5.85,6.35,661.05,717.55,30.0,27.5,33.0,0.027,,16.99 €,67.0,7.81,4412.65,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,,SSH27PFCA0001,,,I299060,PARURE 140X200 MICROPALM,QC 140X200 CM + 1 PC 60x60,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,32,,4,8,0.69,2.76,3.26,22.08,26.08,27.5,19.0,33.0,,,,,3.88,124.16,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27PFCA0001,,,I299060,PARURE 140X200 MICROPALM,QC 140X200 CM + 1 PC 60x60,,,,MICROPALM,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,32,,4,8,0.69,2.76,3.26,22.08,26.08,27.5,19.0,33.0,,,,,3.88,124.16,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,PBMOQ,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,,SSH27PFCA0001,,,I299061,PARURE 200X200 MICROPALM,QC 200X200+ 2PC 60X60,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,32,,4,8,0.97,3.87,4.37,30.96,34.96,27.5,22.0,33.0,0.02,0.16,,,5.65,180.8,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27PFCA0001,,,I299061,PARURE 200X200 MICROPALM,QC 200X200+ 2PC 60X60,,,,MICROPALM,,BLUE,DUVET/QUILT COVER SET,STANDARD,200X200,32,,4,8,0.97,3.87,4.37,30.96,34.96,27.5,22.0,33.0,0.02,0.16,,,5.65,180.8,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,PBMOQ,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,,SSH27PFCA0001,,,I299062,PARURE 240X220 MICROPALM,QC 240X220+ 2PC 60X60,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,40,,5,8,,,6.64,,,34.0,27.5,33.0,,,,,6.49,259.6,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27PFCA0001,,,I299062,PARURE 240X220 MICROPALM,QC 240X220+ 2PC 60X60,,,,MICROPALM,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,40,,5,8,,,6.64,,,34.0,27.5,33.0,,,,,6.49,259.6,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,PBMOQ,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,,SSH27PFCA0001,,,I300522,PARURE 260X240 MICROPALM,QC:260X240  2PC 60X60,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,KING,260X240,40,,5,8,1.17,5.85,6.35,46.8,50.8,30.0,27.5,33.0,0.027,,,,7.81,312.4,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27PFCA0001,,,I300522,PARURE 260X240 MICROPALM,QC:260X240  2PC 60X60,,,,MICROPALM,,BLUE,DUVET/QUILT COVER SET,KING,260X240,40,,5,8,1.17,5.85,6.35,46.8,50.8,30.0,27.5,33.0,0.027,,,,7.81,312.4,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,PBMOQ,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6992,,,,SSH27FRCH0005,PROMO,,I299060,PARURE 140X200 MICROPALM,QC 140X200 1PC 60X60,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,SINGLE ,140X200,164,,4,41,0.69,2.76,3.26,113.16,133.66,27.5,19.0,33.0,,,6.99 €,,3.88,636.32,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6992,,,,SSH27FRCH0005,PROMO,,I299061,PARURE 200X200 MICROPALM,QC 200X200+ 2PC 60X60,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,164,,4,41,0.97,3.87,4.37,158.67,179.17,27.5,22.0,33.0,0.02,0.819,9.99 €,,5.65,926.6,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6992,,,,SSH27FRCH0005,PROMO,,I299062,PARURE 240X220 MICROPALM,QC 240X220+ 2PC 60X60,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,230,,5,46,,,6.64,,,34.0,27.5,33.0,,,12.99 €,,6.49,1492.7,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6877,,,,SSH27PFCA0001,,,I958289,PARURE 200X200 CM SAGARA,QC 200X200+ 2PC 65X65,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,32,,4,8,,,5.98,,,30.0,27.5,33.0,,,,,12.23,391.36,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6877,,,,SSH27PFCA0001,,,I958290,PARURE 240X220 CM SAGARA,QC 240X220+ 2PC 65X65,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,40,,5,8,1.82,9.11,9.61,72.88,,40.0,27.5,33.0,,,,,14.54,581.6,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6877,,,,SSH27PFCA0001,,,I959200,PARURE 260X240 CM SAGARA,QC 260X240 +2PC 65X65,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,KING,260X240,32,,4,8,2.0,7.99,8.49,63.92,67.92,36.0,27.0,33.0,,,,,16.13,516.16,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6879,,,,SSH27PFCA0001,,,I996078,PARURE 140 JUNIOR UNICORN,QC 140X200 + 1PC 65X65 flap,,,,JUNIOR UNICORN,,GREEN,DUVET/QUILT COVER SET,SINGLE,140X200,5,,5,1,0.89,4.44,4.94,4.44,4.94,27.5,26.0,33.0,0.024,0.024,,,6.46,32.3,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE /14 AUG ETD,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6876,,,,SSH27PFCA0001,,,I996096,PARURE HC 140 PAW PATROL,QC 140X200 + 1PC 65X65,,,,TEAM PAW PATROL NEW,,BLUE DARK,DUVET/QUILT COVER SET,SINGLE,140X200,24,,4,6,,,4.81,,,27.5,24.0,33.0,,,,,9.08,217.92,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6992,,,,SSH27FRCH0005,PROMO,,I300522,PARURE 260X240 MICROPALM,QC 260X240 2PC 60X60,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,KING,260X240,195,,5,39,1.17,5.85,6.35,228.15,247.65,30.0,27.5,33.0,0.027,,16.99 €,,7.81,1522.95,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6935,,,54SSH27FRCA0160,SSH27FRCA0001,PROMO,,I291889,PARURE 140 MICROPAWPATROL,QC 140X200 CM + 1 PC 60x60,NEW,,,MICROPAWPATROL,,MULTICOLOR/RED AND BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,664,,4,166,0.69,2.76,3.26,458.16,541.16,27.5,19.0,33.0,0.017,,9.99 €,14.0,4.34,2881.76,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,,issuing on 14 august etd with sept 11 etd,,
FRANCE PRINTS,MICROFIBER,SSH-27,6935,,,54SSH27FRCA0169,SSH27FRCA0001,PROMO,,I291889,PARURE 140 MICROPAWPATROL,QC 140X200 CM + 1 PC 60x60,NEW,,,MICROPAWPATROL,,MULTICOLOR/RED AND BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,388,,4,97,0.69,2.76,3.26,267.72,316.22,27.5,19.0,33.0,0.017,,9.99 €,14.0,4.34,1683.92,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,,issuing on 14 august etd with sept 11 etd,,
FRANCE PRINTS,MICROFIBER,SSH-27,6935,,,54SSH27PFCA0194,SSH27PFCA0001,,,I291889,PARURE 140 MICROPAWPATROL,QC 140X200 CM + 1 PC 60x60,,,,MICROPAWPATROL,,MULTICOLOR/RED AND BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,16,,4,4,0.69,2.76,3.26,11.04,13.04,27.5,19.0,33.0,,,,,4.34,69.44,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE W 14 AUG ETD,issuing on 14 august etd with sept 11 etd,,
FRANCE PRINTS,MICROFIBER,SSH-27,CANCELLED/DISCONTINUED,,,,SSH27FRCH0005,PROMO,,I996095,PARURE HC 140 MICROPAWPATROL,QC 140X200 1PC 60X60,,,,MICROPAWPATROL,,MULTICOLOR,DUVET/QUILT COVER SET,SINGLE,140X200,,172,4,0,0.69,2.76,3.26,0.0,0.0,27.5,19.0,33.0,,,9.99 €,,4.34,746.48,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,CANCELLED/DISCONTINUED,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,54SSH27FRCA0154,SSH27FRCA0001,PROMO,,I298760,PARURE 140X200 THEA,QC 140X200 + 1PC 63X63 BUTTON DUVET,NEW,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,SINGLE,140X200,476,,4,119,0.85,3.4,3.9,404.6,464.1,22.0,27.5,33.0,0.02,,"19,99€
-30%
13,99€",175.0,4.96,2360.96,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,54SSH27FRCA0167,SSH27FRCA0001,PROMO,,I298760,PARURE 140X200 THEA,QC 140X200 + 1PC 63X63 BUTTON DUVET,NEW,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,SINGLE,140X200,364,,4,91,0.85,3.4,3.9,309.4,354.9,22.0,27.5,33.0,0.02,,"19,99€
-30%
13,99€",175.0,4.96,1805.44,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,54SSH27FRCA0154,SSH27FRCA0001,PROMO,,I298761,PARURE 200X200 THEA,QC 200x200  + 2 PC 63x63 BUTTON DUVET,NEW,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,STANDARD,200X200,596,,4,149,1.26,5.05,5.55,752.45,826.95,28.0,27.5,33.0,0.025,,"25,99€
-30%
18,19€",175.0,7.82,4660.72,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,54SSH27FRCA0167,SSH27FRCA0001,PROMO,,I298761,PARURE 200X200 THEA,QC 200x200  + 2 PC 63x63 BUTTON DUVET,NEW,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,STANDARD,200X200,408,,4,102,1.26,5.05,5.55,515.1,566.1,28.0,27.5,33.0,0.025,,"25,99€
-30%
18,19€",175.0,7.82,3190.56,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,54SSH27FRCA0154,SSH27FRCA0001,PROMO,,I298762,PARURE 240X220 THEA,QC 240x220  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,DOUBLE,240X220,885,,5,177,1.51,7.56,8.06,1338.12,1426.62,40.0,27.5,33.0,0.036,,"30,99€
-30%
21,69€",175.0,9.48,8389.8,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,54SSH27FRCA0167,SSH27FRCA0001,PROMO,,I298762,PARURE 240X220 THEA,QC 240x220  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,DOUBLE,240X220,620,,5,124,1.51,7.56,8.06,937.44,999.44,40.0,27.5,33.0,0.036,,"30,99€
-30%
21,69€",175.0,9.48,5877.6,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,54SSH27FRCA0154,SSH27FRCA0001,PROMO,,I298763,PARURE 260X240 THEA,QC 260x240  + 2 PC 63x63 BUTTON DUVET,NEW,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,KING,260X240,476,,4,119,1.77,7.06,7.56,840.14,899.64,36.0,27.5,33.0,0.033,,"34,99€
-30%
24,49€",175.0,10.56,5026.56,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,54SSH27FRCA0167,SSH27FRCA0001,PROMO,,I298763,PARURE 260X240 THEA,QC 260x240  + 2 PC 63x63 BUTTON DUVET,NEW,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,KING,260X240,364,,4,91,1.77,7.06,7.56,642.46,687.96,36.0,27.5,33.0,0.033,,"34,99€
-30%
24,49€",175.0,10.56,3843.84,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,,SSH27PFCA0001,,,I298760,PARURE 140X200 THEA,QC 140X200 + 1PC 63X63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,SINGLE ,140x200,32,,4,8,,,3.9,,,27.5,22.0,33.0,,,,,4.96,158.72,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE w 14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,,SSH27PFCA0001,,,I298760,PARURE 140X200 THEA,QC 140X200 + 1PC 63X63 BUTTON DUVET,,,,THEA,,ECRU,DUVET/QUILT COVER SET,SINGLE ,140x200,32,,4,8,,,3.9,,,27.5,22.0,33.0,,,,,4.96,158.72,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE w 14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,MICROFIBER,SSH-27,6880,,,,SSH27FRCH0005,PROMO,,I277890,PARURE 140X200 MICROSAND,QC 140X200 + 1PC 60X60,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,188,,4,47,0.69,2.76,3.26,129.72,153.22,27.5,19.0,33.0,,,6.99 €,,3.88,729.44,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/ISSUE AT 14 AUG ETD,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6880,,,,SSH27FRCH0005,PROMO,,I277892,PARURE 240X220 MICROSAND,QC 240X220+ 2PC 60X60,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,245,,5,49,,,6.64,,,34.0,27.5,33.0,,,14.99 €,,6.49,1590.05,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/ISSUE AT 14 AUG ETD,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6880,,,,SSH27FRCH0005,PROMO,,I277893,PARURE 200X200 MICROSAND,QC 200X200 2PC 60X60,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,172,,4,43,0.97,3.87,4.37,166.41,187.91,27.5,22.0,33.0,0.02,0.858,9.99 €,,5.65,971.8,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/ISSUE AT 14 AUG ETD,,,
FRANCE PRINTS,"T-200, 40x40/130x70 100% Cotton satin",SSH-27,6903,,,,SSH27FRCH0005,PROMO,,I277926,PARURE 200X200 BLEUET,,,,,BLEUET,,BLUE DARK,DUVET/QUILT COVER SET,STANDARD,200X200,184,,4,46,1.54,6.17,6.67,283.82,306.82,33.0,27.5,33.0,0.0299475,,"34,99€
-20%
27,99€",,13.63,2507.92,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/14 AUG ETD,,,
FRANCE PRINTS,"T-200, 40x40/130x70 100% Cotton satin",SSH-27,6903,,,,SSH27FRCH0005,PROMO,,I277927,PARURE 240X220 BLEUET,,,,,BLEUET,,BLUE DARK,DUVET/QUILT COVER SET,DOUBLE,240X220,210,,5,42,1.89,9.43,9.93,396.06,417.06,45.0,27.5,33.0,0.0408375,,"39,99€
-20%
31,99€",,16.45,3454.5,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/14 AUG ETD,,,
FRANCE PRINTS,"T-200, 40x40/130x70 100% Cotton satin",SSH-27,6903,,,,SSH27FRCH0005,PROMO,,I277928,PARURE 260X240 BLEUET,,,,,BLEUET,,BLUE DARK,DUVET/QUILT COVER SET,KING,260X240,120,,4,30,2.1,8.39,8.89,251.7,266.7,40.0,27.5,33.0,0.0363,,"44,99€
-20%
35,99€",,18.41,2209.2,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/14 AUG ETD,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,,SSH27PFCA0001,,,I298761,PARURE 200X200 THEA,QC 200x200  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,STANDARD,200X200,32,,4,8,,,,,,,,,,,,,7.82,250.24,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE w 14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,,SSH27PFCA0001,,,I298761,PARURE 200X200 THEA,QC 200x200  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ECRU,DUVET/QUILT COVER SET,STANDARD,200X200,32,,4,8,,,,,,,,,,,,,7.82,250.24,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE w 14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,,SSH27PFCA0001,,,I298762,PARURE 240X220 THEA,QC 240x220  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,DOUBLE,240X220,40,,5,8,,,8.06,,,40.0,27.5,33.0,,,,,9.48,379.2,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE w 14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,,SSH27PFCA0001,,,I298762,PARURE 240X220 THEA,QC 240x220  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ECRU,DUVET/QUILT COVER SET,DOUBLE,240X220,40,,5,8,,,8.06,,,40.0,27.5,33.0,,,,,9.48,379.2,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE w 14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,,SSH27PFCA0001,,,I298763,PARURE 260X240 THEA,QC 260x240  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,KING,260X240,32,,4,8,,,7.56,,,36.0,27.5,33.0,,,,,10.56,337.92,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE w 14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6898,,,,SSH27PFCA0001,,,I298763,PARURE 260X240 THEA,QC 260x240  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ECRU,DUVET/QUILT COVER SET,KING,260X240,32,,4,8,,,7.56,,,36.0,27.5,33.0,,,,,10.56,337.92,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE w 14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6901,,,,SSH27FRCH0005,PROMO,,I298760,PARURE 140X200 THEA,QC 140X200 + 1PC 63X63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,SINGLE ,140X200,72,,4,18,,,3.9,,,27.5,22.0,33.0,,,"19,99€
-30%
13,99€",,4.96,357.12,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6880,,,,SSH27FRCH0005,PROMO,,I300513,PARURE 260X240 MICROSAND,QC:260X240  2PC 60X60,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,KING,260X240,180,,5,36,1.17,5.85,6.35,210.6,228.6,30.0,27.5,33.0,0.027,,16.99 €,,7.81,1405.8,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/ISSUE AT 14 AUG ETD,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6889,,,,SSH27FRCH0005,PROMO,,I300516,PARURE 260X240 MICROPANSY,QC:260X240  2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,KING,260X240,185,,5,37,1.17,5.85,6.35,216.45,234.95,30.0,27.5,33.0,0.027,,16.99 €,,7.81,1444.85,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6889,,TEX BASIC,,SSH27FRCH0005,PROMO,,I300518,PARURE 260X240 MICROLINE,QC: 260X240 2PC:60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,KING,260X240,215,,5,43,1.17,5.85,6.35,251.55,273.05,30.0,27.5,33.0,0.027,,16.99 €,,7.81,1679.15,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6901,,,,SSH27FRCH0005,PROMO,,I298761,PARURE 200X200 THEA,QC 200x200  + 2 PC 63x63 BUTTON DUVET,,,,THEA,,ANTHRACITE,DUVET/QUILT COVER SET,STANDARD,200X200,64,,4,16,,,,,,,,,,,"25,99€
-30%
18,19€",,7.82,500.48,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6913,,,54SSH27FRCH0050,SSH27FRCH0005,PROMO,,I957308,PARURE 140X200 DIPDYE,140X200 BUTTONED DUVET WITH 65X65 PC +23 FLAP,,,,DIP DYE,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,144,,4,36,0.99,3.95,4.45,142.2,160.2,27.5,22.0,33.0,0.02,,"19,99€
14,99€",,7.15,1029.6,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH 14 AUG ETD,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6913,,,,SSH27FRCH0005,PROMO,,I957309,PARURE 200X200 DIPDYE,200X200 BUTTONED DUVET WITH 65X65 PC +23 FLAP,,,,DIP DYE,,BLUE,DUVET/QUILT COVER SET,STANDARD,200X200,144,,4,36,,,5.05,,,27.5,28.0,33.0,,,"25,99€
19,99€",,10.34,1488.96,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH 14 AUG ETD,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6913,,,,SSH27FRCH0005,PROMO,,I957310,PARURE 240X220 DIPDYE,240X220 BUTTONED DUVET WITH 65X65 PC +23 FLAP,,,,DIP DYE,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,185,,5,37,,,7.22,,,40.0,27.5,33.0,,,"30,99€
24,99€",,12.29,2273.65,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH 14 AUG ETD,,,
